0	0.00000
1	0.00000
2	0.00000
3	0.00000
4	0.00000
5	0.00000
6	0.00000
7	0.00000
8	0.00000
9	0.00000
10	0.00000
11	0.00000
12	0.00000
13	0.00000
14	0.00000
15	0.00000
16	0.00000
17	0.00000
18	0.00000
19	0.00020
20	0.00040
21	0.00060
22	0.00081
23	0.00131
24	0.00131
25	0.00151
26	0.00161
27	0.00192
28	0.00162
29	0.00142
30	0.00152
31	0.00182
32	0.00218
33	0.00249
34	0.00264
35	0.00300
36	0.00336
37	0.00295
38	0.00350
39	0.00320
40	0.00392
41	0.00413
42	0.00531
43	0.00608
44	0.00712
45	0.00746
46	0.00797
47	0.01058
48	0.01255
49	0.01493
50	0.01763
51	0.02018
52	0.02091
53	0.02281
54	0.02299
55	0.02667
56	0.02845
57	0.03202
58	0.03375
59	0.03899
60	0.04455
61	0.04966
62	0.05364
63	0.05919
64	0.06144
65	0.06270
66	0.06493
67	0.07314
68	0.07445
69	0.08047
70	0.09265
71	0.09993
72	0.10954
73	0.12053
74	0.13560
75	0.14902
76	0.16094
77	0.16748
78	0.17759
79	0.18938
80	0.20138
81	0.21892
82	0.22787
83	0.23667
84	0.23753
85	0.25512
86	0.27614
87	0.28880
88	0.29386
89	0.29749
90	0.30533
91	0.31439
92	0.32574
93	0.32179
94	0.33163
95	0.32966
96	0.33643
97	0.33513
98	0.33238
99	0.31592
100	0.31833
101	0.32547
102	0.32987
103	0.32230
104	0.32094
105	0.30347
106	0.29839
107	0.28240
108	0.27449
109	0.26975
110	0.25643
111	0.24751
112	0.24027
113	0.23831
114	0.23230
115	0.21790
116	0.21224
