10 	475
20 	470
30 	471
40 	472
50 	465
60 	410
70 	379
80 	266
90 	186
100 	141
110 	100
120 	91
130 	101
130 	72
130 	81
130 	89
140 	74
150 	55
160 	56
170 	38
170 	41
170 	41
170 	43
170 	44
170 	50
170 	59
180 	47
190 	33
200 	28
200 	34
200 	37
210 	25
220 	26
220 	34
230 	21
230 	31
240 	19
250 	16
260 	11
260 	11
260 	14
260 	24
260 	24
260 	25
270 	22
270 	23
270 	24
280 	23
290 	13
300 	8
310 	7
320 	12
320 	14
320 	2
320 	4
320 	6
320 	7
320 	8
330 	1
330 	12
330 	5
330 	7
330 	9
330 	9
340 	10
340 	14
340 	16
340 	5
340 	6
350 	9
360 	3
360 	7
370 	5
370 	5
370 	8
370 	9
380 	6
400 	1
400 	2
410 	1
420 	2
420 	3
430 	0
440 	1
440 	2
440 	2
440 	4
450 	0
450 	3
