0	0	0	0	0	0	
1	500	0	0	0	0	
2	500	0	0	0	0	
3	497	0	0	0	0	
4	495	0	0	0	0	
5	477	17	0	0	0	
6	439	37	17	0	0	
7	390	46	37	17	0	
8	326	64	45	36	17	
9	272	54	64	45	53	
10	229	39	53	64	98	
11	211	18	38	52	162	
12	198	12	19	35	214	
13	194	4	11	17	248	
14	192	4	4	10	261	
15	189	4	4	4	267	
16	185	4	4	4	266	
17	173	4	4	4	266	
18	167	4	4	4	265	
19	162	4	4	3	265	
20	159	3	4	3	265	
21	150	3	3	3	263	
22	143	2	3	3	263	
23	135	2	3	3	263	
24	123	2	3	3	262	
25	113	2	3	2	260	
26	101	2	3	2	260	
27	92	2	3	2	257	
28	87	2	2	2	256	
29	77	2	2	2	256	
30	71	2	2	2	255	
31	66	2	1	2	254	
32	57	2	1	2	253	
33	49	2	1	2	253	
34	44	2	1	2	253	
35	37	2	1	2	253	
36	34	2	1	2	253	
37	28	2	1	2	253	
38	25	2	1	2	253	
39	20	2	1	2	253	
40	14	2	1	2	253	
41	11	2	1	2	253	
42	11	2	1	2	253	
43	9	2	1	2	253	
44	8	2	1	2	253	
45	6	2	1	2	252	
46	5	2	1	2	252	
47	5	2	1	2	252	
48	5	2	1	2	252	
49	4	2	1	2	252	
50	4	2	1	2	252	
51	4	2	1	2	252	
52	3	2	1	2	252	
53	2	2	1	2	252	
54	2	2	1	2	252	
55	2	2	1	2	252	
56	1	2	1	2	252	
57	1	2	1	2	252	
58	1	2	1	2	252	
59	1	2	1	2	252	
60	0	2	1	2	252	
61	0	2	1	2	252	
62	0	2	1	2	252	
63	0	2	1	2	252	
64	0	2	1	2	252	
65	0	2	1	2	252	
66	0	2	1	2	252	
67	0	2	1	2	252	
68	0	2	1	2	252	
69	0	2	1	2	252	
70	0	2	1	2	252	
71	0	2	1	2	252	
72	0	2	1	2	252	
73	0	2	1	2	252	
74	0	2	1	2	252	
75	0	2	1	2	252	
76	0	2	1	2	252	
77	0	2	1	2	252	
78	0	2	1	2	252	
79	0	2	1	2	252	
80	0	2	1	2	252	
81	0	2	1	2	252	
82	0	2	1	2	252	
83	0	2	1	2	252	
84	0	2	1	2	252	
85	0	2	1	2	252	
86	0	2	1	2	252	
87	0	2	1	2	252	
88	0	2	1	2	252	
89	0	2	1	2	252	
90	0	2	1	2	252	
91	0	2	1	2	252	
92	0	2	1	2	252	
93	0	2	1	2	252	
94	0	2	1	2	252	
95	0	2	1	2	252	
96	0	2	1	2	252	
97	0	2	1	2	252	
98	0	2	1	2	252	
99	0	2	1	2	252	
100	0	2	1	2	252	
101	0	2	1	2	252	
102	0	2	1	2	252	
103	0	2	1	2	252	
104	0	2	1	2	252	
105	0	2	1	2	252	
106	0	2	1	2	252	
107	0	2	1	2	252	
108	0	2	1	2	252	
109	0	2	1	2	252	
110	0	2	1	2	252	
111	0	2	1	2	252	
112	0	2	1	2	252	
113	0	2	1	2	252	
114	0	2	1	2	252	
115	0	2	1	2	252	
116	0	2	1	2	252	
117	0	2	1	2	252	
118	0	2	1	2	252	
119	0	2	1	2	252	
120	0	2	1	2	252	
121	0	2	1	2	252	
122	0	2	1	2	252	
123	0	2	1	2	252	
124	0	2	1	2	252	
125	0	2	1	2	252	
126	0	2	1	2	252	
127	0	2	1	2	252	
128	0	2	1	2	252	
129	0	2	1	2	252	
130	0	2	1	2	252	
131	0	2	1	2	252	
132	0	2	1	2	252	
133	0	2	1	2	252	
134	0	2	1	2	252	
135	0	2	1	2	252	
136	0	2	1	2	252	
137	0	2	1	2	252	
138	0	2	1	2	252	
139	0	2	1	2	252	
140	0	2	1	2	252	
141	0	2	1	2	252	
142	0	2	1	2	252	
143	0	2	1	2	252	
144	0	2	1	2	252	
145	0	2	1	2	252	
146	0	2	1	2	252	
147	0	2	1	2	252	
148	0	2	1	2	252	
149	0	2	1	2	252	
150	0	2	1	2	252	
151	0	2	1	2	252	
152	0	2	1	2	252	
153	0	2	1	2	252	
154	0	2	1	2	252	
155	0	2	1	2	252	
