156	0	2	1	2	252	
157	0	2	1	2	252	
158	0	2	1	2	252	
159	0	2	1	2	252	
160	0	2	1	2	252	
161	0	2	1	2	252	
162	0	2	1	2	252	
163	0	2	1	2	252	
164	0	2	1	2	252	
165	0	2	1	2	252	
166	0	2	1	2	252	
167	0	2	1	2	252	
168	0	2	1	2	252	
169	0	2	1	2	252	
170	0	2	1	2	252	
171	0	2	1	2	252	
172	0	2	1	2	252	
173	0	2	1	2	252	
174	0	2	1	2	252	
175	0	2	1	2	252	
176	0	2	1	2	252	
177	0	2	1	2	252	
178	0	2	1	2	252	
179	0	2	1	2	252	
180	0	2	1	2	252	
181	0	2	1	2	252	
182	0	2	1	2	252	
183	0	2	1	2	252	
184	0	2	1	2	252	
185	0	2	1	2	252	
186	0	2	1	2	252	
187	0	2	1	2	252	
188	0	2	1	2	252	
189	0	2	1	2	252	
190	0	2	1	2	252	
191	0	2	1	2	252	
192	0	2	1	2	252	
193	0	2	1	2	252	
194	0	2	1	2	252	
195	0	2	1	2	252	
196	0	2	1	2	252	
197	0	2	1	2	252	
198	0	2	1	2	252	
199	0	2	1	2	252	
200	0	2	1	2	252	
201	0	2	1	2	252	
202	0	2	1	2	252	
203	0	2	1	2	252	
204	0	2	1	2	252	
205	0	2	1	2	252	
206	0	2	1	2	252	
207	0	2	1	2	252	
208	0	2	1	2	252	
209	0	2	1	2	252	
210	0	2	1	2	252	
211	0	2	1	2	252	
212	0	2	1	2	252	
213	0	2	1	2	252	
214	0	2	1	2	252	
215	0	2	1	2	252	
216	0	2	1	2	252	
217	0	2	1	2	252	
218	0	2	1	2	252	
219	0	2	1	2	252	
220	0	2	1	2	252	
221	0	2	1	2	252	
222	0	2	1	2	252	
223	0	2	1	2	252	
224	0	2	1	2	252	
225	0	2	1	2	252	
226	0	2	1	2	252	
227	0	2	1	2	252	
228	0	2	1	2	252	
229	0	2	1	2	252	
230	0	2	1	2	252	
231	0	2	1	2	252	
232	0	2	1	2	252	
233	0	2	1	2	252	
234	0	2	1	2	252	
235	0	2	1	2	252	
236	0	2	1	2	252	
237	0	2	1	2	252	
238	0	2	1	2	252	
239	0	2	1	2	252	
240	0	2	1	2	252	
241	0	2	1	2	252	
242	0	2	1	2	252	
243	0	2	1	2	252	
244	0	2	1	2	252	
245	0	2	1	2	252	
246	0	2	1	2	252	
247	0	2	1	2	252	
248	0	2	1	2	252	
249	0	2	1	2	252	
250	0	2	1	2	252	
251	0	2	1	2	252	
252	0	2	1	2	252	
253	0	2	1	2	252	
254	0	2	1	2	252	
255	0	2	1	2	252	
256	0	2	1	2	252	
257	0	2	1	2	252	
258	0	2	1	2	252	
259	0	2	1	2	252	
260	0	2	1	2	252	
261	0	2	1	2	252	
262	0	2	1	2	252	
263	0	2	1	2	252	
264	0	2	1	2	252	
265	0	2	1	2	252	
266	0	2	1	2	252	
267	0	2	1	2	252	
268	0	2	1	2	252	
269	0	2	1	2	252	
270	0	2	1	2	252	
271	0	2	1	2	252	
272	0	2	1	2	252	
273	0	2	1	2	252	
274	0	2	1	2	252	
275	0	2	1	2	252	
276	0	2	1	2	252	
277	0	2	1	2	252	
278	0	2	1	2	252	
279	0	2	1	2	252	
280	0	2	1	2	252	
281	0	2	1	2	252	
282	0	2	1	2	252	
283	0	2	1	2	252	
284	0	2	1	2	252	
285	0	2	1	2	252	
286	0	2	1	2	252	
287	0	2	1	2	252	
288	0	2	1	2	252	
289	0	2	1	2	252	
290	0	2	1	2	252	
291	0	2	1	2	252	
292	0	2	1	2	252	
293	0	2	1	2	252	
294	0	2	1	2	252	
295	0	2	1	2	252	
296	0	2	1	2	252	
297	0	2	1	2	252	
298	0	2	1	2	252	
299	0	2	1	2	252	
300	0	2	1	2	252	
301	0	2	1	2	252	
302	0	2	1	2	252	
303	0	2	1	2	252	
304	0	2	1	2	252	
305	0	2	1	2	252	
306	0	2	1	2	252	
307	0	2	1	2	252	
308	0	2	1	2	252	
309	0	2	1	2	252	
310	0	2	1	2	252	
311	0	2	1	2	252	
312	0	2	1	2	252	
313	0	2	1	2	252	
314	0	2	1	2	252	
315	0	2	1	2	252	
316	0	2	1	2	252	
317	0	2	1	2	252	
318	0	2	1	2	252	
319	0	2	1	2	252	
320	0	2	1	2	252	
321	0	2	1	2	252	
322	0	2	1	2	252	
323	0	2	1	2	252	
324	0	2	1	2	252	
325	0	2	1	2	252	
326	0	2	1	2	252	
327	0	2	1	2	252	
328	0	2	1	2	252	
329	0	2	1	2	252	
330	0	2	1	2	252	
331	0	2	1	2	252	
332	0	2	1	2	252	
333	0	2	1	2	252	
334	0	2	1	2	252	
335	0	2	1	2	252	
336	0	2	1	2	252	
337	0	2	1	2	252	
338	0	2	1	2	252	
339	0	2	1	2	252	
340	0	2	1	2	252	
341	0	2	1	2	252	
342	0	2	1	2	252	
343	0	2	1	2	252	
344	0	2	1	2	252	
345	0	2	1	2	252	
346	0	2	1	2	252	
347	0	2	1	2	252	
348	0	2	1	2	252	
349	0	2	1	2	252	
350	0	2	1	2	252	
351	0	2	1	2	252	
352	0	2	1	2	252	
353	0	2	1	2	252	
354	0	2	1	2	252	
355	0	2	1	2	252	
356	0	2	1	2	252	
357	0	2	1	2	252	
358	0	2	1	2	252	
359	0	2	1	2	252	
360	0	2	1	2	252	
361	0	2	1	2	252	
362	0	2	1	2	252	
363	0	2	1	2	252	
364	0	2	1	2	252	
365	0	2	1	2	252	
366	0	2	1	2	252	
367	0	2	1	2	252	
368	0	2	1	2	252	
369	0	2	1	2	252	
370	0	2	1	2	252	
371	0	2	1	2	252	
372	0	2	1	2	252	
373	0	2	1	2	252	
374	0	2	1	2	252	
375	0	2	1	2	252	
376	0	2	1	2	252	
377	0	2	1	2	252	
378	0	2	1	2	252	
379	0	2	1	2	252	
380	0	2	1	2	252	
381	0	2	1	2	252	
382	0	2	1	2	252	
383	0	2	1	2	252	
384	0	2	1	2	252	
385	0	2	1	2	252	
386	0	2	1	2	252	
387	0	2	1	2	252	
388	0	2	1	2	252	
389	0	2	1	2	252	
390	0	2	1	2	252	
391	0	2	1	2	252	
392	0	2	1	2	252	
393	0	2	1	2	252	
394	0	2	1	2	252	
395	0	2	1	2	252	
396	0	2	1	2	252	
397	0	2	1	2	252	
398	0	2	1	2	252	
399	0	2	1	2	252	
400	0	2	1	2	252	
401	0	2	1	2	252	
402	0	2	1	2	252	
403	0	2	1	2	252	
404	0	2	1	2	252	
405	0	2	1	2	252	
406	0	2	1	2	252	
407	0	2	1	2	252	
408	0	2	1	2	252	
409	0	2	1	2	252	
410	0	2	1	2	252	
411	0	2	1	2	252	
412	0	2	1	2	252	
413	0	2	1	2	252	
414	0	2	1	2	252	
415	0	2	1	2	252	
416	0	2	1	2	252	
417	0	2	1	2	252	
418	0	2	1	2	252	
419	0	2	1	2	252	
420	0	2	1	2	252	
421	0	2	1	2	252	
422	0	2	1	2	252	
423	0	2	1	2	252	
424	0	2	1	2	252	
425	0	2	1	2	252	
426	0	2	1	2	252	
427	0	2	1	2	252	
428	0	2	1	2	252	
429	0	2	1	2	252	
430	0	2	1	2	252	
431	0	2	1	2	252	
432	0	2	1	2	252	
433	0	2	1	2	252	
434	0	2	1	2	252	
435	0	2	1	2	252	
436	0	2	1	2	252	
437	0	2	1	2	252	
438	0	2	1	2	252	
439	0	2	1	2	252	
440	0	2	1	2	252	
441	0	2	1	2	252	
442	0	2	1	2	252	
443	0	2	1	2	252	
444	0	2	1	2	252	
445	0	2	1	2	252	
446	0	2	1	2	252	
447	0	2	1	2	252	
448	0	2	1	2	252	
449	0	2	1	2	252	
450	0	2	1	2	252	
451	0	2	1	2	252	
452	0	2	1	2	252	
453	0	2	1	2	252	
454	0	2	1	2	252	
455	0	2	1	2	252	
456	0	2	1	2	252	
457	0	2	1	2	252	
458	0	2	1	2	252	
459	0	2	1	2	252	
460	0	2	1	2	252	
461	0	2	1	2	252	
462	0	2	1	2	252	
463	0	2	1	2	252	
464	0	2	1	2	252	
465	0	2	1	2	252	
466	0	2	1	2	252	
467	0	2	1	2	252	
468	0	2	1	2	252	
469	0	2	1	2	252	
470	0	2	1	2	252	
471	0	2	1	2	252	
472	0	2	1	2	252	
473	0	2	1	2	252	
474	0	2	1	2	252	
475	0	2	1	2	252	
476	0	2	1	2	252	
477	0	2	1	2	252	
478	0	2	1	2	252	
