1 	0
2 	0
2 	0
3 	0
3 	0
4 	717
5 	723
6 	718
7 	724
8 	714
9 	721
10 	717
11 	718
12 	718
13 	721
14 	714
20 	723
30 	727
40 	714
50 	720
