0	0.00500	0
1	0.00600	1
2	0.00750	2
3	0.00800	3
4	0.01000	4
5	0.01150	5
6	0.01350	6
7	0.01750	7
8	0.02200	7
9	0.02800	8
10	0.03350	9
11	0.03900	10
12	0.04800	11
13	0.06200	12
14	0.07300	13
15	0.08600	14
16	0.09600	15
17	0.11000	16
18	0.13250	18
19	0.15650	19
20	0.17950	20
21	0.20200	21
22	0.23000	23
23	0.25700	24
24	0.29350	26
25	0.33100	27
26	0.36900	29
27	0.39900	31
28	0.44450	33
29	0.48800	35
30	0.52350	37
31	0.56700	39
32	0.59950	41
33	0.63100	44
34	0.66550	46
35	0.69700	49
36	0.72150	51
37	0.74200	54
38	0.76150	57
39	0.78000	60
40	0.79800	63
41	0.81050	66
42	0.81900	68
43	0.83150	71
44	0.84100	74
45	0.84800	77
46	0.85550	80
47	0.85950	83
48	0.86500	86
49	0.86850	89
50	0.87100	92
51	0.87300	95
52	0.87400	98
53	0.87700	101
54	0.87850	104
55	0.88100	107
56	0.88200	110
57	0.88300	113
58	0.88350	116
59	0.88600	120
60	0.88600	123
61	0.88700	126
62	0.88750	129
63	0.88800	132
64	0.88800	135
65	0.88850	138
66	0.88850	141
67	0.88850	144
68	0.88900	147
69	0.88900	150
70	0.88900	153
71	0.88900	156
72	0.89000	159
73	0.89000	162
74	0.89000	165
75	0.89000	168
76	0.89000	172
77	0.89000	175
78	0.89050	178
79	0.89050	181
80	0.89050	184
81	0.89050	187
82	0.89050	190
83	0.89050	193
84	0.89050	196
85	0.89050	199
86	0.89050	202
87	0.89050	205
88	0.89050	208
89	0.89050	211
90	0.89050	214
91	0.89050	217
92	0.89050	220
93	0.89050	223
94	0.89050	227
95	0.89050	230
96	0.89050	233
97	0.89050	236
98	0.89050	239
99	0.89050	242
100	0.89050	245
101	0.89050	248
102	0.89050	251
103	0.89050	254
104	0.89050	257
105	0.89050	260
106	0.89050	263
107	0.89050	266
108	0.89050	269
109	0.89050	272
110	0.89050	275
111	0.89050	279
112	0.89050	282
113	0.89050	285
114	0.89050	288
