0	0.00500	0
1	0.00550	1
2	0.01050	2
3	0.01500	3
4	0.01900	4
5	0.02450	5
6	0.03100	6
7	0.03850	7
8	0.04300	8
9	0.05350	8
10	0.06150	9
11	0.07000	10
12	0.07700	11
13	0.09050	13
14	0.11150	14
15	0.13200	15
16	0.16350	16
17	0.19400	17
18	0.21950	19
19	0.25750	20
20	0.29900	22
21	0.33200	23
22	0.37100	25
23	0.41700	27
24	0.45000	29
25	0.49350	31
26	0.53750	33
27	0.57150	35
28	0.61050	37
29	0.65200	40
30	0.68450	42
31	0.70900	45
32	0.73150	48
33	0.74750	50
34	0.76850	53
35	0.78450	56
36	0.79750	59
37	0.81200	62
38	0.82500	64
39	0.83300	67
40	0.83900	70
41	0.84650	73
42	0.85450	76
43	0.86100	79
44	0.86250	82
45	0.86600	85
46	0.86850	88
47	0.87200	91
48	0.87450	94
49	0.87750	97
50	0.87800	100
51	0.88050	103
52	0.88150	107
53	0.88150	110
54	0.88150	113
55	0.88150	116
56	0.88300	119
57	0.88500	122
58	0.88500	125
59	0.88500	128
60	0.88550	131
61	0.88700	134
62	0.88700	137
63	0.88750	140
64	0.88750	143
65	0.88750	146
66	0.88750	149
67	0.88750	152
68	0.88750	155
69	0.88750	159
70	0.88750	162
71	0.88750	165
72	0.88750	168
73	0.88750	171
74	0.88750	174
75	0.88750	177
76	0.88750	180
77	0.88750	183
78	0.88750	186
79	0.88750	189
80	0.88750	192
81	0.88750	195
82	0.88750	198
83	0.88750	201
84	0.88750	205
85	0.88750	208
86	0.88750	211
87	0.88750	214
88	0.88750	217
89	0.88750	220
90	0.88750	223
91	0.88750	226
92	0.88750	229
93	0.88750	232
94	0.88750	235
95	0.88750	238
96	0.88750	241
97	0.88750	244
98	0.88750	248
99	0.88750	251
100	0.88750	254
101	0.88750	257
102	0.88750	260
103	0.88750	263
104	0.88750	266
105	0.88750	269
106	0.88750	272
107	0.88750	275
108	0.88750	278
109	0.88750	281
110	0.88750	284
111	0.88750	287
112	0.88750	290
113	0.88750	293
114	0.88750	296
115	0.88750	300
116	0.88750	303
117	0.88750	306
118	0.88750	309
119	0.88750	312
120	0.88750	315
121	0.88750	318
122	0.88750	321
123	0.88750	324
124	0.88750	327
125	0.88750	330
126	0.88750	333
127	0.88750	336
128	0.88750	339
129	0.88750	342
130	0.88750	345
131	0.88750	348
132	0.88750	352
133	0.88750	355
134	0.88750	358
135	0.88750	361
136	0.88750	364
137	0.88750	367
138	0.88750	370
139	0.88750	373
140	0.88750	376
141	0.88750	379
142	0.88750	382
143	0.88750	385
144	0.88750	388
145	0.88750	391
146	0.88750	394
147	0.88750	397
148	0.88750	400
149	0.88750	404
150	0.88750	407
151	0.88750	410
152	0.88750	413
153	0.88750	416
154	0.88750	419
155	0.88750	422
156	0.88750	425
157	0.88750	428
158	0.88750	431
159	0.88750	434
160	0.88750	437
161	0.88750	440
162	0.88750	443
163	0.88750	446
164	0.88750	449
165	0.88750	453
166	0.88750	456
167	0.88750	459
168	0.88750	462
169	0.88750	465
170	0.88750	468
171	0.88750	471
172	0.88750	474
173	0.88750	477
174	0.88750	480
175	0.88750	483
176	0.88750	486
177	0.88750	489
178	0.88750	492
179	0.88750	495
180	0.88750	498
181	0.88750	501
182	0.88750	505
183	0.88750	508
184	0.88750	511
185	0.88750	514
186	0.88750	517
187	0.88750	520
188	0.88750	523
189	0.88750	526
190	0.88750	529
191	0.88750	532
192	0.88750	535
193	0.88750	538
194	0.88750	541
195	0.88750	544
196	0.88750	547
197	0.88750	550
198	0.88750	554
199	0.88750	557
200	0.88750	560
201	0.88750	563
202	0.88750	566
203	0.88750	569
204	0.88750	572
205	0.88750	575
206	0.88750	578
207	0.88750	581
208	0.88750	584
209	0.88750	587
210	0.88750	590
211	0.88750	593
212	0.88750	596
213	0.88750	599
214	0.88750	602
215	0.88750	606
216	0.88750	609
217	0.88750	612
218	0.88750	615
219	0.88750	618
220	0.88750	621
221	0.88750	624
222	0.88750	627
223	0.88750	630
224	0.88750	633
225	0.88750	636
226	0.88750	639
227	0.88750	642
228	0.88750	645
229	0.88750	648
230	0.88750	651
231	0.88750	654
232	0.88750	658
233	0.88750	661
234	0.88750	664
235	0.88750	667
236	0.88750	670
237	0.88750	673
238	0.88750	676
239	0.88750	679
240	0.88750	682
241	0.88750	685
242	0.88750	688
243	0.88750	691
244	0.88750	694
245	0.88750	697
246	0.88750	700
247	0.88750	704
248	0.88750	707
249	0.88750	710
250	0.88750	713
251	0.88750	716
252	0.88750	719
253	0.88750	722
254	0.88750	725
255	0.88750	728
256	0.88750	731
257	0.88750	734
258	0.88750	737
259	0.88750	740
260	0.88750	743
261	0.88750	746
262	0.88750	749
263	0.88750	752
